session_id,journey_sequence,session_length,event_1,event_2,event_3,event_4,event_5,event_6
5575,"on-air, misc, on-air, bbs, bbs, bbs",6,on-air,misc,on-air,bbs,bbs,bbs
5576,"weather, weather, weather, weather, weather, weather, weather, bbs, weather, weather, weather",11,weather,weather,weather,weather,weather,weather
5577,"health, health, health, health",4,health,health,health,health,,
5578,"tech, business, business",3,tech,business,business,,,
5579,"on-air, on-air",2,on-air,on-air,,,,
5580,"frontpage, business, business",3,frontpage,business,business,,,
5581,"on-air, health, misc, health, health, local, health, health, health, health, health, health",30,on-air,health,misc,health,health,local
5582,"weather, weather, weather, weather, weather",5,weather,weather,weather,weather,weather,
5583,"frontpage, sports, sports, sports",4,frontpage,sports,sports,sports,,
5584,"summary, summary, summary",3,summary,summary,summary,,,
5585,"summary, health",2,summary,health,,,,
5586,"business, sports, sports, sports, sports, sports, sports",7,business,sports,sports,sports,sports,sports
5587,"summary, frontpage, summary, summary, frontpage",5,summary,frontpage,summary,summary,frontpage,
5588,"local, weather, weather, weather, weather, weather",6,local,weather,weather,weather,weather,weather
5589,"local, health, local",3,local,health,local,,,
5590,"frontpage, living, frontpage",3,frontpage,living,frontpage,,,
5591,"frontpage, business, news, news, news, news, frontpage, bbs, news",9,frontpage,business,news,news,news,news
5592,"weather, weather, weather, weather, weather",5,weather,weather,weather,weather,weather,
5593,"local, local, local, local",4,local,local,local,local,,
5594,"health, weather, bbs, bbs, bbs, bbs, misc, misc, misc, misc, misc, misc",23,health,weather,bbs,bbs,bbs,bbs
5595,"on-air, misc, misc, misc, misc, living, living, bbs, bbs, news, bbs, bbs",20,on-air,misc,misc,misc,misc,living
5596,"summary, summary",2,summary,summary,,,,
5597,"weather, weather",2,weather,weather,,,,
5598,"health, misc, health",3,health,misc,health,,,
5599,"summary, misc, summary, misc, bbs, bbs, summary",7,summary,misc,summary,misc,bbs,bbs
5600,"tech, news, news, news, news, news, news, news, news, news, opinion, opinion",15,tech,news,news,news,news,news
5601,"news, news",2,news,news,,,,
5602,"weather, tech, weather",3,weather,tech,weather,,,
5603,"weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather",12,weather,weather,weather,weather,weather,weather
5604,"frontpage, frontpage, business, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, news, frontpage, frontpage",19,frontpage,frontpage,business,frontpage,frontpage,frontpage
5605,"local, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion",13,local,opinion,opinion,opinion,opinion,opinion
5606,"weather, weather, weather, weather, weather, weather",6,weather,weather,weather,weather,weather,weather
5607,"travel, travel",2,travel,travel,,,,
5608,"on-air, travel, on-air, on-air, on-air, on-air, on-air, on-air, on-air",9,on-air,travel,on-air,on-air,on-air,on-air
5609,"on-air, on-air",2,on-air,on-air,,,,
5610,"frontpage, tech, sports, tech, frontpage, frontpage, tech, news, msn-sports",9,frontpage,tech,sports,tech,frontpage,frontpage
5611,"frontpage, living, news, sports",4,frontpage,living,news,sports,,
5612,"news, news",2,news,news,,,,
5613,"bbs, news, news, news, news, news, tech, tech",8,bbs,news,news,news,news,news
5614,"weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather",22,weather,weather,weather,weather,weather,weather
5615,"weather, weather, weather, weather, weather",5,weather,weather,weather,weather,weather,
5616,"travel, travel, travel, travel, travel, travel, travel, travel, travel, travel, travel",11,travel,travel,travel,travel,travel,travel
5617,"health, summary, summary, summary, summary, summary, summary, summary, summary, summary",10,health,summary,summary,summary,summary,summary
5618,"tech, health, health",3,tech,health,health,,,
5619,"on-air, news",2,on-air,news,,,,
5620,"frontpage, sports, sports, sports, sports, sports, sports, sports",8,frontpage,sports,sports,sports,sports,sports
5621,"health, health",2,health,health,,,,
5622,"health, tech, living",3,health,tech,living,,,
5623,"frontpage, sports, sports, sports, sports, frontpage, sports, frontpage, frontpage",9,frontpage,sports,sports,sports,sports,frontpage
5624,"summary, summary",2,summary,summary,,,,
5625,"frontpage, news, news, frontpage, news, travel",6,frontpage,news,news,frontpage,news,travel
5626,"weather, weather",2,weather,weather,,,,
5627,"weather, weather, news, news, news, news, news, news, misc, local, local",11,weather,weather,news,news,news,news
5628,"on-air, misc, misc, on-air, on-air",5,on-air,misc,misc,on-air,on-air,
5629,"health, misc, health, health, news, health, sports, sports, business, business, business, business",13,health,misc,health,health,news,health
5630,"frontpage, tech, tech, tech, tech, tech, sports, sports, frontpage",9,frontpage,tech,tech,tech,tech,tech
5631,"frontpage, frontpage",2,frontpage,frontpage,,,,
5632,"frontpage, frontpage, misc, frontpage",4,frontpage,frontpage,misc,frontpage,,
5633,"on-air, opinion",2,on-air,opinion,,,,
5634,"local, bbs, on-air",3,local,bbs,on-air,,,
5635,"frontpage, frontpage, frontpage, frontpage, frontpage",5,frontpage,frontpage,frontpage,frontpage,frontpage,
5636,"sports, sports, sports, news, news, news, news, news, sports, sports",10,sports,sports,sports,news,news,news
5637,"summary, summary, bbs, summary",4,summary,summary,bbs,summary,,
5638,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
5639,"on-air, on-air",2,on-air,on-air,,,,
5640,"health, health, health, health, summary, health",6,health,health,health,health,summary,health
5641,"bbs, bbs, on-air, misc, misc, misc, on-air, on-air, on-air, on-air",10,bbs,bbs,on-air,misc,misc,misc
5642,"on-air, travel",2,on-air,travel,,,,
5643,"frontpage, news, news",3,frontpage,news,news,,,
5644,"frontpage, news, living, news",4,frontpage,news,living,news,,
5645,"frontpage, on-air",2,frontpage,on-air,,,,
5646,"summary, summary, summary, misc",4,summary,summary,summary,misc,,
5647,"frontpage, frontpage, on-air, on-air, frontpage, on-air, on-air, on-air, on-air",9,frontpage,frontpage,on-air,on-air,frontpage,on-air
5648,"tech, tech, tech",3,tech,tech,tech,,,
5649,"sports, sports, sports, sports, sports, sports, sports, sports, sports, sports, sports, sports",16,sports,sports,sports,sports,sports,sports
5650,"weather, weather, weather, weather",4,weather,weather,weather,weather,,
5651,"local, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather",26,local,weather,weather,weather,weather,weather
5652,"weather, weather, weather, weather, weather, weather, weather, weather",8,weather,weather,weather,weather,weather,weather
5653,"summary, bbs, summary, summary, bbs",5,summary,bbs,summary,summary,bbs,
5654,"frontpage, sports, frontpage, bbs, frontpage",5,frontpage,sports,frontpage,bbs,frontpage,
5655,"on-air, tech",2,on-air,tech,,,,
5656,"on-air, on-air",2,on-air,on-air,,,,
5657,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
5658,"on-air, local",2,on-air,local,,,,
5659,"health, health",2,health,health,,,,
5660,"news, news",2,news,news,,,,
5661,"local, local, opinion",3,local,local,opinion,,,
5662,"bbs, bbs, bbs",3,bbs,bbs,bbs,,,
5663,"health, tech, health, summary",4,health,tech,health,summary,,
5664,"bbs, bbs, bbs, bbs, bbs, bbs, bbs",7,bbs,bbs,bbs,bbs,bbs,bbs
5665,"health, summary, summary",3,health,summary,summary,,,
5666,"summary, summary, summary, summary, summary",5,summary,summary,summary,summary,summary,
5667,"on-air, on-air, misc, misc, misc, travel",6,on-air,on-air,misc,misc,misc,travel
5668,"tech, tech",2,tech,tech,,,,
5669,"frontpage, frontpage",2,frontpage,frontpage,,,,
5670,"weather, weather, weather, weather, weather, weather",6,weather,weather,weather,weather,weather,weather
5671,"frontpage, frontpage, frontpage, frontpage, frontpage, frontpage",6,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
5672,"summary, summary, summary, summary, summary, summary, summary, summary",8,summary,summary,summary,summary,summary,summary
5673,"frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, news, frontpage, frontpage, living, frontpage, frontpage",12,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
5674,"frontpage, summary, frontpage, summary",4,frontpage,summary,frontpage,summary,,
5675,"weather, weather",2,weather,weather,,,,
5676,"health, health, frontpage, frontpage, health, health, frontpage, health, frontpage, health, frontpage, health",15,health,health,frontpage,frontpage,health,health
5677,"travel, travel, travel, sports, travel",5,travel,travel,travel,sports,travel,
5678,"business, on-air, misc, on-air, misc, misc, misc",7,business,on-air,misc,on-air,misc,misc
5679,"frontpage, local, frontpage, frontpage, news",5,frontpage,local,frontpage,frontpage,news,
5680,"frontpage, tech",2,frontpage,tech,,,,
5681,"health, health, health, health, health, health, health, misc, misc, misc, misc, misc",23,health,health,health,health,health,health
5682,"weather, weather, weather, weather, weather",5,weather,weather,weather,weather,weather,
5683,"business, frontpage, sports, frontpage, travel, bbs, travel, local, local, frontpage, frontpage, frontpage",18,business,frontpage,sports,frontpage,travel,bbs
5684,"health, health, health",3,health,health,health,,,
5685,"frontpage, frontpage, local, local, frontpage, local, frontpage, frontpage, local, frontpage",10,frontpage,frontpage,local,local,frontpage,local
5686,"frontpage, frontpage, bbs, bbs, bbs, bbs, bbs, bbs, bbs, frontpage",10,frontpage,frontpage,bbs,bbs,bbs,bbs
5687,"frontpage, frontpage, living, frontpage, frontpage, frontpage",6,frontpage,frontpage,living,frontpage,frontpage,frontpage
5688,"frontpage, frontpage",2,frontpage,frontpage,,,,
5689,"frontpage, sports",2,frontpage,sports,,,,
5690,"frontpage, news, frontpage, tech, tech, frontpage",6,frontpage,news,frontpage,tech,tech,frontpage
5691,"frontpage, sports, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, local",31,frontpage,sports,frontpage,frontpage,frontpage,frontpage
5692,"travel, on-air, living, living, living, living, living, living, living, living, living, living",26,travel,on-air,living,living,living,living
5693,"frontpage, news, news, frontpage",4,frontpage,news,news,frontpage,,
5694,"weather, weather, news, weather",4,weather,weather,news,weather,,
5695,"frontpage, news, frontpage, business, frontpage, frontpage, business, frontpage, frontpage",9,frontpage,news,frontpage,business,frontpage,frontpage
5696,"bbs, bbs, bbs, bbs, bbs",5,bbs,bbs,bbs,bbs,bbs,
5697,"news, bbs, bbs, bbs",4,news,bbs,bbs,bbs,,
5698,"frontpage, frontpage",2,frontpage,frontpage,,,,
5699,"frontpage, bbs, bbs, bbs, frontpage, frontpage",6,frontpage,bbs,bbs,bbs,frontpage,frontpage
5700,"news, news",2,news,news,,,,
5701,"on-air, weather, on-air, on-air, summary, summary, health, health, summary",9,on-air,weather,on-air,on-air,summary,summary
5702,"frontpage, frontpage, tech, tech",4,frontpage,frontpage,tech,tech,,
5703,"weather, news, weather",3,weather,news,weather,,,
5704,"sports, sports, living, living, living",5,sports,sports,living,living,living,
5705,"bbs, bbs, bbs, bbs, bbs, bbs, bbs",7,bbs,bbs,bbs,bbs,bbs,bbs
5706,"frontpage, frontpage",2,frontpage,frontpage,,,,
5707,"frontpage, sports, sports",3,frontpage,sports,sports,,,
5708,"frontpage, news, bbs, frontpage, frontpage",5,frontpage,news,bbs,frontpage,frontpage,
5709,"on-air, travel, tech, weather, weather, weather, weather, weather, weather, frontpage, sports",11,on-air,travel,tech,weather,weather,weather
5710,"frontpage, frontpage",2,frontpage,frontpage,,,,
5711,"sports, sports",2,sports,sports,,,,
5712,"health, health, summary, summary, summary, summary",6,health,health,summary,summary,summary,summary
5713,"on-air, on-air",2,on-air,on-air,,,,
5714,"tech, frontpage, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion",12,tech,frontpage,opinion,opinion,opinion,opinion
5715,"on-air, summary, summary, summary, local, summary, summary, summary, summary, summary, summary, summary",15,on-air,summary,summary,summary,local,summary
5716,"weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather",13,weather,weather,weather,weather,weather,weather
5717,"summary, summary, summary, summary",4,summary,summary,summary,summary,,
5718,"summary, summary, summary, summary, summary, summary, summary",7,summary,summary,summary,summary,summary,summary
5719,"frontpage, frontpage, sports",3,frontpage,frontpage,sports,,,
5720,"tech, tech",2,tech,tech,,,,
5721,"local, health",2,local,health,,,,
5722,"frontpage, frontpage",2,frontpage,frontpage,,,,
5723,"bbs, bbs, bbs, bbs, bbs, bbs, bbs",7,bbs,bbs,bbs,bbs,bbs,bbs
5724,"on-air, misc, misc, on-air, misc, health, health",7,on-air,misc,misc,on-air,misc,health
5725,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
5726,"frontpage, bbs, bbs, frontpage, frontpage",5,frontpage,bbs,bbs,frontpage,frontpage,
5727,"on-air, on-air, misc, on-air, on-air, misc, on-air, travel, misc, travel, misc, travel",14,on-air,on-air,misc,on-air,on-air,misc
5728,"frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage",10,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
5729,"frontpage, business, frontpage, frontpage, frontpage, frontpage, frontpage, news, frontpage, news, frontpage, frontpage",14,frontpage,business,frontpage,frontpage,frontpage,frontpage
5730,"frontpage, news, local, news",4,frontpage,news,local,news,,
5731,"frontpage, frontpage",2,frontpage,frontpage,,,,
5732,"frontpage, frontpage",2,frontpage,frontpage,,,,
5733,"tech, news, news",3,tech,news,news,,,
5734,"frontpage, travel, business",3,frontpage,travel,business,,,
5735,"sports, frontpage",2,sports,frontpage,,,,
5736,"sports, sports",2,sports,sports,,,,
5737,"weather, weather",2,weather,weather,,,,
5738,"frontpage, frontpage, frontpage, frontpage",4,frontpage,frontpage,frontpage,frontpage,,
5739,"frontpage, local, local, tech, tech, bbs, bbs, bbs, bbs",9,frontpage,local,local,tech,tech,bbs
5740,"tech, tech, tech, tech, tech, tech, tech",7,tech,tech,tech,tech,tech,tech
5741,"local, misc, misc, local, local, misc, misc, local",8,local,misc,misc,local,local,misc
5742,"frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, frontpage, bbs, bbs, frontpage, frontpage, frontpage",14,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
5743,"health, health, health, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion, opinion",14,health,health,health,opinion,opinion,opinion
5744,"bbs, bbs, bbs",3,bbs,bbs,bbs,,,
5745,"misc, local, health, misc, misc, misc, health, misc",8,misc,local,health,misc,misc,misc
5746,"frontpage, frontpage, sports, sports, sports",5,frontpage,frontpage,sports,sports,sports,
5747,"weather, weather",2,weather,weather,,,,
5748,"frontpage, frontpage, frontpage",3,frontpage,frontpage,frontpage,,,
5749,"weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather, weather",12,weather,weather,weather,weather,weather,weather
